,token,trialID,positionID,subtok,surp,ispunct,prefix,prompt,list_len,stimID,second_list
10, lists,0,10,10,7.842437267303467,False,1,1,7,14,control
11, of,0,11,11,0.49632617831230164,False,1,1,7,14,control
12, words,0,12,12,6.3023152351379395,False,1,1,7,14,control
13,.,0,13,-1,2.9900951385498047,True,1,1,7,14,control
14, One,0,14,13,4.730581283569336,False,1,1,7,14,control
15, was,0,15,14,1.810640811920166,False,1,1,7,14,control
16,:,0,16,-1,3.6773507595062256,True,1,1,7,14,control
17, doctor,1,0,1,11.767752647399902,False,1,1,7,14,control
18,",",1,1,-1,0.7565724849700928,True,1,1,7,14,control
19, lawyer,1,2,2,4.10174560546875,False,1,1,7,14,control
20,",",1,3,-1,0.08944614976644516,True,1,1,7,14,control
21, teacher,1,4,3,3.482450008392334,False,1,1,7,14,control
22,",",1,5,-1,0.15784679353237152,True,1,1,7,14,control
23, dentist,1,6,4,5.975227355957031,False,1,1,7,14,control
24,",",1,7,-1,0.2175619751214981,True,1,1,7,14,control
25, engineer,1,8,5,5.144720077514648,False,1,1,7,14,control
26,",",1,9,-1,0.16104549169540405,True,1,1,7,14,control
27, professor,1,10,6,5.174388885498047,False,1,1,7,14,control
28,",",1,11,-1,0.19932174682617188,True,1,1,7,14,control
29, car,1,12,7,6.742593765258789,False,1,1,7,14,control
30,penter,1,13,7,0.054861880838871,False,1,1,7,14,control
31,.,1,14,-1,2.552356004714966,True,1,1,7,14,control
32, And,2,0,1,4.2837090492248535,False,1,1,7,14,control
33, the,2,1,2,2.024627447128296,False,1,1,7,14,control
34, other,2,2,3,1.2534868717193604,False,1,1,7,14,control
35,:,2,3,-1,3.373051881790161,True,1,1,7,14,control
36, football,3,0,1,8.227882385253906,False,1,1,7,14,control
37,",",3,1,-1,2.140302896499634,True,1,1,7,14,control
38, baseball,3,2,2,1.9122475385665894,False,1,1,7,14,control
39,",",3,3,-1,0.06562438607215881,True,1,1,7,14,control
40, basketball,3,4,3,1.5064221620559692,False,1,1,7,14,control
41,",",3,5,-1,0.18810881674289703,True,1,1,7,14,control
42, tennis,3,6,4,3.0153491497039795,False,1,1,7,14,control
43,",",3,7,-1,0.2417621612548828,True,1,1,7,14,control
44, swimming,3,8,5,3.832123279571533,False,1,1,7,14,control
45,",",3,9,-1,0.3000760078430176,True,1,1,7,14,control
46, soccer,3,10,6,3.978485345840454,False,1,1,7,14,control
47,",",3,11,-1,0.3808077871799469,True,1,1,7,14,control
48, golf,3,12,7,3.681320905685425,False,1,1,7,14,control
49,.,3,13,-1,1.2860829830169678,True,1,1,7,14,control
50,<|endoftext|>,3,14,-2,5.169766426086426,False,1,1,7,14,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,7,15,control
1, Before,0,1,2,12.528407096862793,False,1,1,7,15,control
2, the,0,2,3,2.4726693630218506,False,1,1,7,15,control
3, meeting,0,3,4,6.759095191955566,False,1,1,7,15,control
4,",",0,4,-1,0.9914171695709229,True,1,1,7,15,control
5, Mary,0,5,5,8.550304412841797,False,1,1,7,15,control
6, wrote,0,6,6,6.019630432128906,False,1,1,7,15,control
7, down,0,7,7,4.496373653411865,False,1,1,7,15,control
8, the,0,8,8,1.2372602224349976,False,1,1,7,15,control
9, following,0,9,9,4.111538410186768,False,1,1,7,15,control
10, lists,0,10,10,7.842437267303467,False,1,1,7,15,control
11, of,0,11,11,0.49632617831230164,False,1,1,7,15,control
12, words,0,12,12,6.3023152351379395,False,1,1,7,15,control
13,.,0,13,-1,2.9900951385498047,True,1,1,7,15,control
14, One,0,14,13,4.730581283569336,False,1,1,7,15,control
15, was,0,15,14,1.810640811920166,False,1,1,7,15,control
16,:,0,16,-1,3.6773507595062256,True,1,1,7,15,control
17, oak,1,0,1,12.589190483093262,False,1,1,7,15,control
18,",",1,1,-1,1.2128623723983765,True,1,1,7,15,control
19, maple,1,2,2,4.991747856140137,False,1,1,7,15,control
20,",",1,3,-1,0.22192133963108063,True,1,1,7,15,control
21, pine,1,4,3,3.8613569736480713,False,1,1,7,15,control
22,",",1,5,-1,0.33357805013656616,True,1,1,7,15,control
23, el,1,6,4,6.433198928833008,False,1,1,7,15,control
24,m,1,7,4,0.05332905426621437,False,1,1,7,15,control
25,",",1,8,-1,0.2851170301437378,True,1,1,7,15,control
26, bir,1,9,5,4.801545143127441,False,1,1,7,15,control
27,ch,1,10,5,0.00015043080202303827,False,1,1,7,15,control
28,",",1,11,-1,0.23559828102588654,True,1,1,7,15,control
29, sp,1,12,6,5.353575229644775,False,1,1,7,15,control
30,ruce,1,13,6,0.009655795991420746,False,1,1,7,15,control
31,",",1,14,-1,0.34533485770225525,True,1,1,7,15,control
32, red,1,15,7,4.666424751281738,False,1,1,7,15,control
33,wood,1,16,7,0.9185752272605896,False,1,1,7,15,control
34,.,1,17,-1,1.913774013519287,True,1,1,7,15,control
35, And,2,0,1,4.762772083282471,False,1,1,7,15,control
36, the,2,1,2,2.0369467735290527,False,1,1,7,15,control
37, other,2,2,3,1.299813985824585,False,1,1,7,15,control
38,:,2,3,-1,3.3896403312683105,True,1,1,7,15,control
39, doctor,3,0,1,11.022749900817871,False,1,1,7,15,control
40,",",3,1,-1,0.4400630295276642,True,1,1,7,15,control
41, lawyer,3,2,2,4.769015312194824,False,1,1,7,15,control
42,",",3,3,-1,0.03210960701107979,True,1,1,7,15,control
43, teacher,3,4,3,4.112225532531738,False,1,1,7,15,control
44,",",3,5,-1,0.10120007395744324,True,1,1,7,15,control
45, dentist,3,6,4,5.147107124328613,False,1,1,7,15,control
46,",",3,7,-1,0.2559299170970917,True,1,1,7,15,control
47, engineer,3,8,5,4.7109479904174805,False,1,1,7,15,control
48,",",3,9,-1,0.1801411658525467,True,1,1,7,15,control
49, professor,3,10,6,5.384742736816406,False,1,1,7,15,control
50,",",3,11,-1,0.2041788101196289,True,1,1,7,15,control
51, car,3,12,7,6.376275062561035,False,1,1,7,15,control
52,penter,3,13,7,0.020916011184453964,False,1,1,7,15,control
53,.,3,14,-1,1.8041112422943115,True,1,1,7,15,control
54,<|endoftext|>,3,15,-2,5.330244541168213,False,1,1,7,15,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,7,16,control
1, Before,0,1,2,12.528407096862793,False,1,1,7,16,control
2, the,0,2,3,2.4726693630218506,False,1,1,7,16,control
3, meeting,0,3,4,6.759095191955566,False,1,1,7,16,control
4,",",0,4,-1,0.9914171695709229,True,1,1,7,16,control
5, Mary,0,5,5,8.550304412841797,False,1,1,7,16,control
6, wrote,0,6,6,6.019630432128906,False,1,1,7,16,control
7, down,0,7,7,4.496373653411865,False,1,1,7,16,control
8, the,0,8,8,1.2372602224349976,False,1,1,7,16,control
9, following,0,9,9,4.111538410186768,False,1,1,7,16,control
10, lists,0,10,10,7.842437267303467,False,1,1,7,16,control
11, of,0,11,11,0.49632617831230164,False,1,1,7,16,control
12, words,0,12,12,6.3023152351379395,False,1,1,7,16,control
13,.,0,13,-1,2.9900951385498047,True,1,1,7,16,control
14, One,0,14,13,4.730581283569336,False,1,1,7,16,control
15, was,0,15,14,1.810640811920166,False,1,1,7,16,control
16,:,0,16,-1,3.6773507595062256,True,1,1,7,16,control
17, shirt,1,0,1,12.9840726852417,False,1,1,7,16,control
18,",",1,1,-1,1.192270278930664,True,1,1,7,16,control
19, socks,1,2,2,5.093762397766113,False,1,1,7,16,control
20,",",1,3,-1,0.1400359570980072,True,1,1,7,16,control
21, pants,1,4,3,2.3133704662323,False,1,1,7,16,control
22,",",1,5,-1,0.17847397923469543,True,1,1,7,16,control
23, shoes,1,6,4,1.765140175819397,False,1,1,7,16,control
24,",",1,7,-1,0.21991808712482452,True,1,1,7,16,control
25, bl,1,8,5,6.5904645919799805,False,1,1,7,16,control
26,ouse,1,9,5,0.3595048785209656,False,1,1,7,16,control
27,",",1,10,-1,0.14370690286159515,True,1,1,7,16,control
28, skirt,1,11,6,5.088204860687256,False,1,1,7,16,control
29,",",1,12,-1,0.14211700856685638,True,1,1,7,16,control
30, coat,1,13,7,4.491771221160889,False,1,1,7,16,control
31,.,1,14,-1,2.638263463973999,True,1,1,7,16,control
32, And,2,0,1,4.5146989822387695,False,1,1,7,16,control
33, the,2,1,2,2.063504219055176,False,1,1,7,16,control
34, other,2,2,3,1.2982845306396484,False,1,1,7,16,control
35,:,2,3,-1,3.2358577251434326,True,1,1,7,16,control
36, oak,3,0,1,10.417223930358887,False,1,1,7,16,control
37,",",3,1,-1,1.6236060857772827,True,1,1,7,16,control
38, maple,3,2,2,4.901683807373047,False,1,1,7,16,control
39,",",3,3,-1,0.1760532408952713,True,1,1,7,16,control
40, pine,3,4,3,3.2552404403686523,False,1,1,7,16,control
41,",",3,5,-1,0.4187982380390167,True,1,1,7,16,control
42, el,3,6,4,6.799158573150635,False,1,1,7,16,control
43,m,3,7,4,0.04697148874402046,False,1,1,7,16,control
44,",",3,8,-1,0.3561570644378662,True,1,1,7,16,control
45, bir,3,9,5,4.656126499176025,False,1,1,7,16,control
46,ch,3,10,5,6.19869097135961e-05,False,1,1,7,16,control
47,",",3,11,-1,0.37304675579071045,True,1,1,7,16,control
48, sp,3,12,6,5.180418014526367,False,1,1,7,16,control
49,ruce,3,13,6,0.005845831241458654,False,1,1,7,16,control
50,",",3,14,-1,0.6839463114738464,True,1,1,7,16,control
51, red,3,15,7,4.680058002471924,False,1,1,7,16,control
52,wood,3,16,7,0.6175510883331299,False,1,1,7,16,control
53,.,3,17,-1,1.1508172750473022,True,1,1,7,16,control
54,<|endoftext|>,3,18,-2,5.580373764038086,False,1,1,7,16,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,7,17,control
1, Before,0,1,2,12.528407096862793,False,1,1,7,17,control
2, the,0,2,3,2.4726693630218506,False,1,1,7,17,control
3, meeting,0,3,4,6.759095191955566,False,1,1,7,17,control
4,",",0,4,-1,0.9914171695709229,True,1,1,7,17,control
5, Mary,0,5,5,8.550304412841797,False,1,1,7,17,control
6, wrote,0,6,6,6.019630432128906,False,1,1,7,17,control
7, down,0,7,7,4.496373653411865,False,1,1,7,17,control
8, the,0,8,8,1.2372602224349976,False,1,1,7,17,control
9, following,0,9,9,4.111538410186768,False,1,1,7,17,control
10, lists,0,10,10,7.842437267303467,False,1,1,7,17,control
11, of,0,11,11,0.49632617831230164,False,1,1,7,17,control
12, words,0,12,12,6.3023152351379395,False,1,1,7,17,control
13,.,0,13,-1,2.9900951385498047,True,1,1,7,17,control
14, One,0,14,13,4.730581283569336,False,1,1,7,17,control
15, was,0,15,14,1.810640811920166,False,1,1,7,17,control
16,:,0,16,-1,3.6773507595062256,True,1,1,7,17,control
17, cancer,1,0,1,11.147150993347168,False,1,1,7,17,control
18,",",1,1,-1,0.8858838081359863,True,1,1,7,17,control
19, measles,1,2,2,7.94435977935791,False,1,1,7,17,control
20,",",1,3,-1,0.16343942284584045,True,1,1,7,17,control
21, tuberculosis,1,4,3,3.116110324859619,False,1,1,7,17,control
22,",",1,5,-1,0.20153096318244934,True,1,1,7,17,control
23, polio,1,6,4,3.863417387008667,False,1,1,7,17,control
24,",",1,7,-1,0.21154414117336273,True,1,1,7,17,control
25, malaria,1,8,5,3.0784311294555664,False,1,1,7,17,control
26,",",1,9,-1,0.15811428427696228,True,1,1,7,17,control
27, leukemia,1,10,6,5.794801712036133,False,1,1,7,17,control
28,",",1,11,-1,0.14046894013881683,True,1,1,7,17,control
29, pneumonia,1,12,7,4.181241035461426,False,1,1,7,17,control
30,.,1,13,-1,2.591216564178467,True,1,1,7,17,control
31, And,2,0,1,4.552148342132568,False,1,1,7,17,control
32, the,2,1,2,2.1022849082946777,False,1,1,7,17,control
33, other,2,2,3,1.531401515007019,False,1,1,7,17,control
34,:,2,3,-1,3.2915163040161133,True,1,1,7,17,control
35, shirt,3,0,1,11.375898361206055,False,1,1,7,17,control
36,",",3,1,-1,3.3789772987365723,True,1,1,7,17,control
37, socks,3,2,2,3.6427175998687744,False,1,1,7,17,control
38,",",3,3,-1,0.08318975567817688,True,1,1,7,17,control
39, pants,3,4,3,2.750579357147217,False,1,1,7,17,control
40,",",3,5,-1,0.1959541141986847,True,1,1,7,17,control
41, shoes,3,6,4,1.2825168371200562,False,1,1,7,17,control
42,",",3,7,-1,0.3482193946838379,True,1,1,7,17,control
43, bl,3,8,5,6.823150157928467,False,1,1,7,17,control
44,ouse,3,9,5,0.33616700768470764,False,1,1,7,17,control
45,",",3,10,-1,0.20780646800994873,True,1,1,7,17,control
46, skirt,3,11,6,5.668622970581055,False,1,1,7,17,control
47,",",3,12,-1,0.24177366495132446,True,1,1,7,17,control
48, coat,3,13,7,4.576859474182129,False,1,1,7,17,control
49,.,3,14,-1,1.5828657150268555,True,1,1,7,17,control
50,<|endoftext|>,3,15,-2,5.4833831787109375,False,1,1,7,17,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,7,18,control
1, Before,0,1,2,12.528407096862793,False,1,1,7,18,control
2, the,0,2,3,2.4726693630218506,False,1,1,7,18,control
3, meeting,0,3,4,6.759095191955566,False,1,1,7,18,control
4,",",0,4,-1,0.9914171695709229,True,1,1,7,18,control
5, Mary,0,5,5,8.550304412841797,False,1,1,7,18,control
6, wrote,0,6,6,6.019630432128906,False,1,1,7,18,control
7, down,0,7,7,4.496373653411865,False,1,1,7,18,control
8, the,0,8,8,1.2372602224349976,False,1,1,7,18,control
9, following,0,9,9,4.111538410186768,False,1,1,7,18,control
10, lists,0,10,10,7.842437267303467,False,1,1,7,18,control
11, of,0,11,11,0.49632617831230164,False,1,1,7,18,control
12, words,0,12,12,6.3023152351379395,False,1,1,7,18,control
13,.,0,13,-1,2.9900951385498047,True,1,1,7,18,control
14, One,0,14,13,4.730581283569336,False,1,1,7,18,control
15, was,0,15,14,1.810640811920166,False,1,1,7,18,control
16,:,0,16,-1,3.6773507595062256,True,1,1,7,18,control
17, mountain,1,0,1,11.8312406539917,False,1,1,7,18,control
18,",",1,1,-1,0.8269579410552979,True,1,1,7,18,control
19, hill,1,2,2,3.8836801052093506,False,1,1,7,18,control
20,",",1,3,-1,0.08216491341590881,True,1,1,7,18,control
21, valley,1,4,3,3.3549046516418457,False,1,1,7,18,control
22,",",1,5,-1,0.13860855996608734,True,1,1,7,18,control
23, river,1,6,4,3.0705747604370117,False,1,1,7,18,control
24,",",1,7,-1,0.22429302334785461,True,1,1,7,18,control
25, rock,1,8,5,6.0272135734558105,False,1,1,7,18,control
26,",",1,9,-1,0.19692036509513855,True,1,1,7,18,control
27, lake,1,10,6,3.471189498901367,False,1,1,7,18,control
28,",",1,11,-1,0.15457889437675476,True,1,1,7,18,control
29, canyon,1,12,7,6.260896682739258,False,1,1,7,18,control
30,.,1,13,-1,2.5029942989349365,True,1,1,7,18,control
31, And,2,0,1,4.560620307922363,False,1,1,7,18,control
32, the,2,1,2,2.0808918476104736,False,1,1,7,18,control
33, other,2,2,3,1.1757375001907349,False,1,1,7,18,control
34,:,2,3,-1,3.383572578430176,True,1,1,7,18,control
35, cancer,3,0,1,10.566104888916016,False,1,1,7,18,control
36,",",3,1,-1,0.2766851484775543,True,1,1,7,18,control
37, measles,3,2,2,6.197014808654785,False,1,1,7,18,control
38,",",3,3,-1,0.05308886244893074,True,1,1,7,18,control
39, tuberculosis,3,4,3,2.9998912811279297,False,1,1,7,18,control
40,",",3,5,-1,0.11942508071660995,True,1,1,7,18,control
41, polio,3,6,4,4.2156572341918945,False,1,1,7,18,control
42,",",3,7,-1,0.20734849572181702,True,1,1,7,18,control
43, malaria,3,8,5,3.3874056339263916,False,1,1,7,18,control
44,",",3,9,-1,0.1759883612394333,True,1,1,7,18,control
45, leukemia,3,10,6,5.513157844543457,False,1,1,7,18,control
46,",",3,11,-1,0.22691583633422852,True,1,1,7,18,control
47, pneumonia,3,12,7,4.081276893615723,False,1,1,7,18,control
48,.,3,13,-1,1.9357154369354248,True,1,1,7,18,control
49,<|endoftext|>,3,14,-2,5.439419746398926,False,1,1,7,18,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,7,19,control
1, Before,0,1,2,12.528407096862793,False,1,1,7,19,control
2, the,0,2,3,2.4726693630218506,False,1,1,7,19,control
3, meeting,0,3,4,6.759095191955566,False,1,1,7,19,control
4,",",0,4,-1,0.9914171695709229,True,1,1,7,19,control
5, Mary,0,5,5,8.550304412841797,False,1,1,7,19,control
6, wrote,0,6,6,6.019630432128906,False,1,1,7,19,control
7, down,0,7,7,4.496373653411865,False,1,1,7,19,control
8, the,0,8,8,1.2372602224349976,False,1,1,7,19,control
9, following,0,9,9,4.111538410186768,False,1,1,7,19,control
10, lists,0,10,10,7.842437267303467,False,1,1,7,19,control
11, of,0,11,11,0.49632617831230164,False,1,1,7,19,control
12, words,0,12,12,6.3023152351379395,False,1,1,7,19,control
13,.,0,13,-1,2.9900951385498047,True,1,1,7,19,control
14, One,0,14,13,4.730581283569336,False,1,1,7,19,control
15, was,0,15,14,1.810640811920166,False,1,1,7,19,control
16,:,0,16,-1,3.6773507595062256,True,1,1,7,19,control
17, murder,1,0,1,10.858534812927246,False,1,1,7,19,control
18,",",1,1,-1,0.6642879247665405,True,1,1,7,19,control
19, rape,1,2,2,2.809298515319824,False,1,1,7,19,control
20,",",1,3,-1,0.15741769969463348,True,1,1,7,19,control
21, robbery,1,4,3,3.2959558963775635,False,1,1,7,19,control
22,",",1,5,-1,0.21653607487678528,True,1,1,7,19,control
23, theft,1,6,4,3.641573429107666,False,1,1,7,19,control
24,",",1,7,-1,0.2024456113576889,True,1,1,7,19,control
25, assault,1,8,5,4.267020225524902,False,1,1,7,19,control
26,",",1,9,-1,0.24188841879367828,True,1,1,7,19,control
27, arson,1,10,6,3.0523691177368164,False,1,1,7,19,control
28,",",1,11,-1,0.14908219873905182,True,1,1,7,19,control
29, kidnapping,1,12,7,3.5700254440307617,False,1,1,7,19,control
30,.,1,13,-1,3.116095542907715,True,1,1,7,19,control
31, And,2,0,1,4.696055889129639,False,1,1,7,19,control
32, the,2,1,2,1.9197672605514526,False,1,1,7,19,control
33, other,2,2,3,1.2726768255233765,False,1,1,7,19,control
34,:,2,3,-1,3.4363794326782227,True,1,1,7,19,control
35, mountain,3,0,1,9.195892333984375,False,1,1,7,19,control
36,",",3,1,-1,1.7045843601226807,True,1,1,7,19,control
37, hill,3,2,2,3.9477126598358154,False,1,1,7,19,control
38,",",3,3,-1,0.0448070764541626,True,1,1,7,19,control
39, valley,3,4,3,3.408236026763916,False,1,1,7,19,control
40,",",3,5,-1,0.10476214438676834,True,1,1,7,19,control
41, river,3,6,4,2.8084769248962402,False,1,1,7,19,control
42,",",3,7,-1,0.299441933631897,True,1,1,7,19,control
43, rock,3,8,5,6.088074207305908,False,1,1,7,19,control
44,",",3,9,-1,0.26858171820640564,True,1,1,7,19,control
45, lake,3,10,6,3.188779830932617,False,1,1,7,19,control
46,",",3,11,-1,0.21198852360248566,True,1,1,7,19,control
47, canyon,3,12,7,5.55432653427124,False,1,1,7,19,control
48,.,3,13,-1,1.6680262088775635,True,1,1,7,19,control
49,<|endoftext|>,3,14,-2,5.551494121551514,False,1,1,7,19,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,7,20,control
1, Before,0,1,2,12.528407096862793,False,1,1,7,20,control
2, the,0,2,3,2.4726693630218506,False,1,1,7,20,control
3, meeting,0,3,4,6.759095191955566,False,1,1,7,20,control
4,",",0,4,-1,0.9914171695709229,True,1,1,7,20,control
5, Mary,0,5,5,8.550304412841797,False,1,1,7,20,control
6, wrote,0,6,6,6.019630432128906,False,1,1,7,20,control
7, down,0,7,7,4.496373653411865,False,1,1,7,20,control
8, the,0,8,8,1.2372602224349976,False,1,1,7,20,control
9, following,0,9,9,4.111538410186768,False,1,1,7,20,control
10, lists,0,10,10,7.842437267303467,False,1,1,7,20,control
11, of,0,11,11,0.49632617831230164,False,1,1,7,20,control
12, words,0,12,12,6.3023152351379395,False,1,1,7,20,control
13,.,0,13,-1,2.9900951385498047,True,1,1,7,20,control
14, One,0,14,13,4.730581283569336,False,1,1,7,20,control
15, was,0,15,14,1.810640811920166,False,1,1,7,20,control
16,:,0,16,-1,3.6773507595062256,True,1,1,7,20,control
17, log,1,0,1,11.641444206237793,False,1,1,7,20,control
18,",",1,1,-1,1.5724718570709229,True,1,1,7,20,control
19, cat,1,2,2,6.717151641845703,False,1,1,7,20,control
20,",",1,3,-1,0.23585717380046844,True,1,1,7,20,control
21, horse,1,4,3,5.631436824798584,False,1,1,7,20,control
22,",",1,5,-1,0.16877248883247375,True,1,1,7,20,control
23, cow,1,6,4,3.9959311485290527,False,1,1,7,20,control
24,",",1,7,-1,0.13835042715072632,True,1,1,7,20,control
25, lion,1,8,5,5.830718994140625,False,1,1,7,20,control
26,",",1,9,-1,0.15121440589427948,True,1,1,7,20,control
27, tiger,1,10,6,4.423473358154297,False,1,1,7,20,control
28,",",1,11,-1,0.15618205070495605,True,1,1,7,20,control
29, elephant,1,12,7,3.7084758281707764,False,1,1,7,20,control
30,.,1,13,-1,2.6784515380859375,True,1,1,7,20,control
31, And,2,0,1,4.658759117126465,False,1,1,7,20,control
32, the,2,1,2,2.1088664531707764,False,1,1,7,20,control
33, other,2,2,3,1.343428611755371,False,1,1,7,20,control
34,:,2,3,-1,3.2984824180603027,True,1,1,7,20,control
35, murder,3,0,1,9.255607604980469,False,1,1,7,20,control
36,",",3,1,-1,0.16094066202640533,True,1,1,7,20,control
37, rape,3,2,2,2.4757091999053955,False,1,1,7,20,control
38,",",3,3,-1,0.03762015700340271,True,1,1,7,20,control
39, robbery,3,4,3,2.432417869567871,False,1,1,7,20,control
40,",",3,5,-1,0.09481047838926315,True,1,1,7,20,control
41, theft,3,6,4,3.2987821102142334,False,1,1,7,20,control
42,",",3,7,-1,0.1253720074892044,True,1,1,7,20,control
43, assault,3,8,5,4.524449825286865,False,1,1,7,20,control
44,",",3,9,-1,0.19261953234672546,True,1,1,7,20,control
45, arson,3,10,6,3.002851963043213,False,1,1,7,20,control
46,",",3,11,-1,0.13200820982456207,True,1,1,7,20,control
47, kidnapping,3,12,7,3.7584152221679688,False,1,1,7,20,control
48,.,3,13,-1,2.837737560272217,True,1,1,7,20,control
49,<|endoftext|>,3,14,-2,5.464732646942139,False,1,1,7,20,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,7,21,control
1, Before,0,1,2,12.528407096862793,False,1,1,7,21,control
2, the,0,2,3,2.4726693630218506,False,1,1,7,21,control
3, meeting,0,3,4,6.759095191955566,False,1,1,7,21,control
4,",",0,4,-1,0.9914171695709229,True,1,1,7,21,control
5, Mary,0,5,5,8.550304412841797,False,1,1,7,21,control
6, wrote,0,6,6,6.019630432128906,False,1,1,7,21,control
7, down,0,7,7,4.496373653411865,False,1,1,7,21,control
8, the,0,8,8,1.2372602224349976,False,1,1,7,21,control
9, following,0,9,9,4.111538410186768,False,1,1,7,21,control
10, lists,0,10,10,7.842437267303467,False,1,1,7,21,control
11, of,0,11,11,0.49632617831230164,False,1,1,7,21,control
12, words,0,12,12,6.3023152351379395,False,1,1,7,21,control
13,.,0,13,-1,2.9900951385498047,True,1,1,7,21,control
14, One,0,14,13,4.730581283569336,False,1,1,7,21,control
15, was,0,15,14,1.810640811920166,False,1,1,7,21,control
16,:,0,16,-1,3.6773507595062256,True,1,1,7,21,control
17, fly,1,0,1,11.993346214294434,False,1,1,7,21,control
18,",",1,1,-1,1.3103351593017578,True,1,1,7,21,control
19, ant,1,2,2,9.06783676147461,False,1,1,7,21,control
20,",",1,3,-1,1.4686564207077026,True,1,1,7,21,control
21, bee,1,4,3,5.723801612854004,False,1,1,7,21,control
22,",",1,5,-1,0.20812666416168213,True,1,1,7,21,control
23, mosquito,1,6,4,6.974272727966309,False,1,1,7,21,control
24,",",1,7,-1,0.13704097270965576,True,1,1,7,21,control
25, spider,1,8,5,4.49116325378418,False,1,1,7,21,control
26,",",1,9,-1,0.14404189586639404,True,1,1,7,21,control
27, beetle,1,10,6,4.345671653747559,False,1,1,7,21,control
28,",",1,11,-1,0.11919432133436203,True,1,1,7,21,control
29, was,1,12,7,7.433856964111328,False,1,1,7,21,control
30,p,1,13,7,0.13728603720664978,False,1,1,7,21,control
31,.,1,14,-1,3.5249381065368652,True,1,1,7,21,control
32, And,2,0,1,4.892963409423828,False,1,1,7,21,control
33, the,2,1,2,2.1283693313598633,False,1,1,7,21,control
34, other,2,2,3,1.3835217952728271,False,1,1,7,21,control
35,:,2,3,-1,3.0862479209899902,True,1,1,7,21,control
36, log,3,0,1,8.232466697692871,False,1,1,7,21,control
37,",",3,1,-1,0.29950210452079773,True,1,1,7,21,control
38, cat,3,2,2,4.990492820739746,False,1,1,7,21,control
39,",",3,3,-1,0.1531997174024582,True,1,1,7,21,control
40, horse,3,4,3,4.421311378479004,False,1,1,7,21,control
41,",",3,5,-1,0.09480657428503036,True,1,1,7,21,control
42, cow,3,6,4,3.813417434692383,False,1,1,7,21,control
43,",",3,7,-1,0.07652764022350311,True,1,1,7,21,control
44, lion,3,8,5,5.997851371765137,False,1,1,7,21,control
45,",",3,9,-1,0.1420079916715622,True,1,1,7,21,control
46, tiger,3,10,6,4.034219741821289,False,1,1,7,21,control
47,",",3,11,-1,0.16120195388793945,True,1,1,7,21,control
48, elephant,3,12,7,3.5611588954925537,False,1,1,7,21,control
49,.,3,13,-1,2.1461145877838135,True,1,1,7,21,control
50,<|endoftext|>,3,14,-2,5.330691337585449,False,1,1,7,21,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,7,22,control
1, Before,0,1,2,12.528407096862793,False,1,1,7,22,control
2, the,0,2,3,2.4726693630218506,False,1,1,7,22,control
3, meeting,0,3,4,6.759095191955566,False,1,1,7,22,control
4,",",0,4,-1,0.9914171695709229,True,1,1,7,22,control
5, Mary,0,5,5,8.550304412841797,False,1,1,7,22,control
6, wrote,0,6,6,6.019630432128906,False,1,1,7,22,control
7, down,0,7,7,4.496373653411865,False,1,1,7,22,control
8, the,0,8,8,1.2372602224349976,False,1,1,7,22,control
9, following,0,9,9,4.111538410186768,False,1,1,7,22,control
10, lists,0,10,10,7.842437267303467,False,1,1,7,22,control
11, of,0,11,11,0.49632617831230164,False,1,1,7,22,control
12, words,0,12,12,6.3023152351379395,False,1,1,7,22,control
13,.,0,13,-1,2.9900951385498047,True,1,1,7,22,control
14, One,0,14,13,4.730581283569336,False,1,1,7,22,control
15, was,0,15,14,1.810640811920166,False,1,1,7,22,control
16,:,0,16,-1,3.6773507595062256,True,1,1,7,22,control
17, blue,1,0,1,9.57397747039795,False,1,1,7,22,control
18,",",1,1,-1,1.5715758800506592,True,1,1,7,22,control
19, red,1,2,2,2.4859261512756348,False,1,1,7,22,control
20,",",1,3,-1,0.14689108729362488,True,1,1,7,22,control
21, green,1,4,3,1.6013976335525513,False,1,1,7,22,control
22,",",1,5,-1,0.22970309853553772,True,1,1,7,22,control
23, yellow,1,6,4,1.4558396339416504,False,1,1,7,22,control
24,",",1,7,-1,0.3263837397098541,True,1,1,7,22,control
25, black,1,8,5,3.3248958587646484,False,1,1,7,22,control
26,",",1,9,-1,0.30562084913253784,True,1,1,7,22,control
27, purple,1,10,6,2.6674561500549316,False,1,1,7,22,control
28,",",1,11,-1,0.21756024658679962,True,1,1,7,22,control
29, white,1,12,7,2.270327568054199,False,1,1,7,22,control
30,.,1,13,-1,2.3109121322631836,True,1,1,7,22,control
31, And,2,0,1,4.584880828857422,False,1,1,7,22,control
32, the,2,1,2,2.230503797531128,False,1,1,7,22,control
33, other,2,2,3,1.5644011497497559,False,1,1,7,22,control
34,:,2,3,-1,3.510807991027832,True,1,1,7,22,control
35, fly,3,0,1,9.522170066833496,False,1,1,7,22,control
36,",",3,1,-1,0.49229639768600464,True,1,1,7,22,control
